City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Cockburn Town,TC,21.4612,-71.1419,80.56,65,40,8.05,scattered clouds
345,Acarau,BR,-2.8856,-40.12,81.73,75,20,16.78,few clouds
346,Mafinga,TZ,-7.25,35.0667,73.53,59,94,5.73,overcast clouds
347,Port Blair,IN,11.6667,92.75,79.56,75,13,8.37,few clouds
348,Murgab,TM,37.4966,61.9714,46.27,76,6,9.22,clear sky
349,Ulcinj,ME,41.9294,19.2244,59.22,73,99,16.24,overcast clouds
350,Waipawa,NZ,-41.4122,175.5153,63.23,67,71,5.5,broken clouds
351,Koungou,YT,-12.7336,45.2042,78.51,83,0,1.14,clear sky
352,Papara,BR,-3.9839,-38.7273,82.8,71,23,5.77,few clouds
353,Bilma,NE,18.6853,12.9164,75.85,16,100,7.05,overcast clouds
354,Kieta,PG,-6.2167,155.6333,81.52,78,100,1.68,overcast clouds
355,Lata,PT,40.1629,-8.3327,54.01,94,97,9.08,overcast clouds
356,Beringovskiy,RU,63.05,179.3167,3.65,96,98,5.01,overcast clouds
357,Balkanabat,TM,39.5108,54.3671,54.25,40,10,3.76,clear sky
358,Bulgan,MN,48.8125,103.5347,11.28,76,54,5.53,broken clouds
359,Kolokani,ML,13.5728,-8.0339,79.77,18,6,7.81,clear sky
360,Roald,NO,62.5833,6.1333,26.74,68,20,11.5,few clouds
361,Sinnamary,GF,5.3833,-52.95,80.1,77,19,8.08,few clouds
362,Redwater,US,33.3582,-94.2544,66.49,32,0,5.84,clear sky
363,Vestmanna,FO,62.1564,-7.1664,34.72,75,90,0.0,overcast clouds
364,Qasigiannguit,GL,68.8193,-51.1922,17.85,86,100,4.81,overcast clouds
365,Plouzane,FR,48.3833,-4.6167,43.12,100,90,3.44,overcast clouds
366,Ucluelet,CA,48.9329,-125.5528,52.11,94,100,4.21,overcast clouds
367,Khasan,RU,42.4308,130.6434,36.48,60,70,3.27,broken clouds
368,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.6,80,90,16.11,overcast clouds
369,Edd,ER,13.9297,41.6925,82.2,66,0,10.02,clear sky
370,Skjervoy,NO,70.0311,20.9714,17.78,62,100,15.01,overcast clouds
371,Junin,AR,-34.5838,-60.9433,60.87,88,100,16.69,light rain
372,Makurdi,NG,7.7411,8.5121,81.41,30,79,1.81,broken clouds
373,La Ronge,CA,55.1001,-105.2842,25.05,58,90,12.66,overcast clouds
374,Brae,GB,60.3964,-1.353,31.91,54,100,6.82,overcast clouds
375,Acajutla,SV,13.5928,-89.8275,95.34,49,81,7.09,broken clouds
376,Prado,BR,-17.3411,-39.2208,75.31,93,69,12.86,broken clouds
377,Tara,RU,56.8944,74.371,13.68,89,87,6.69,overcast clouds
378,Nouadhibou,MR,20.931,-17.0347,69.78,64,100,20.71,overcast clouds
379,Stornoway,GB,58.2093,-6.3865,33.76,86,97,0.0,overcast clouds
380,Baturaja,ID,-4.1333,104.1667,72.09,90,97,1.23,overcast clouds
381,Shunyi,CN,40.125,116.6453,33.75,93,91,6.71,mist
382,Guanica,PR,17.9716,-66.908,83.08,75,83,6.2,broken clouds
383,Mocuba,MZ,-16.8392,36.9856,67.42,84,0,0.25,clear sky
384,Witu,KE,-2.3889,40.4382,82.56,89,91,4.32,moderate rain
385,Ostrovnoy,RU,68.0531,39.5131,15.76,84,100,8.37,light snow
386,Yerbogachen,RU,61.2767,108.0108,-4.13,100,100,2.66,overcast clouds
387,Buarcos,PT,40.166,-8.8768,55.74,87,82,19.89,broken clouds
388,Cabo San Lucas,MX,22.8909,-109.9124,79.9,65,90,0.0,overcast clouds
389,Natal,BR,-5.795,-35.2094,84.85,74,20,12.66,few clouds
390,Warrensburg,US,38.7628,-93.7361,51.89,32,1,3.44,clear sky
391,Siwan,IN,26.2167,84.3667,65.37,56,27,4.34,scattered clouds
392,Turukhansk,RU,65.8167,87.9833,-13.65,100,90,2.8,overcast clouds
393,Gaspe,CA,48.8334,-64.4819,32.22,69,75,14.97,broken clouds
394,Rodrigues Alves,BR,-7.738,-72.6509,89.8,64,99,1.39,overcast clouds
395,Port Augusta,AU,-32.5,137.7667,57.34,44,0,5.84,clear sky
396,Port Hardy,CA,50.6996,-127.4199,50.18,93,75,4.61,light rain
397,Ayan,RU,56.45,138.1667,6.82,70,11,17.09,few clouds
398,Dzaoudzi,YT,-12.7887,45.2699,78.69,83,0,1.14,clear sky
399,Mitha Tiwana,PK,32.2486,72.1108,61.48,32,0,2.89,clear sky
400,Asfi,MA,32.2994,-9.2372,57.34,56,0,19.33,clear sky
401,Kendari,ID,-3.945,122.4989,74.23,93,100,3.31,overcast clouds
402,Cukai,MY,4.25,103.4167,75.34,92,100,2.19,heavy intensity rain
403,Coffs Harbour,AU,-30.3,153.1333,66.47,88,90,10.36,overcast clouds
404,Krasnyy Chikoy,RU,50.3643,108.7512,10.78,96,100,1.86,overcast clouds
405,Hami,CN,42.8,93.45,24.67,56,0,4.38,clear sky
406,Kirando,TZ,-7.4167,30.6,75.4,73,31,7.83,scattered clouds
407,Pacifica,US,37.6138,-122.4869,66.2,67,20,4.61,few clouds
408,Ligayan,PH,4.6533,119.4706,82.89,77,100,11.12,overcast clouds
409,Campbell River,CA,50.0163,-125.2446,50.72,100,90,4.61,mist
410,Yucca Valley,US,34.1142,-116.4322,70.97,9,0,3.2,clear sky
411,Verkhoyansk,RU,67.5447,133.385,-20.15,100,97,1.32,overcast clouds
412,Jacareacanga,BR,-6.2222,-57.7528,76.37,90,99,1.83,overcast clouds
413,Challapata,BO,-18.9,-66.7667,62.65,42,72,12.12,broken clouds
414,Namie,JP,37.4833,141.0,39.79,69,2,6.4,clear sky
415,Khorinsk,RU,52.1657,109.7726,5.88,95,100,2.68,overcast clouds
416,Nouakchott,MR,18.0858,-15.9785,76.93,32,91,19.26,overcast clouds
417,Gao,ML,16.6362,1.637,79.3,12,91,10.25,overcast clouds
418,Nizhniy Chir,RU,48.3597,43.0865,44.38,87,97,9.19,overcast clouds
419,Launceston,AU,-41.45,147.1667,49.64,87,0,3.44,clear sky
420,Inverbervie,GB,56.8446,-2.28,34.23,80,66,15.5,broken clouds
421,Dalby,AU,-27.1833,151.2667,66.9,78,23,15.43,few clouds
422,Lubango,AO,-14.9172,13.4925,64.49,51,99,1.3,overcast clouds
423,Xichang,CN,27.8964,102.2634,44.65,85,16,1.43,few clouds
424,Demirci,TR,39.0461,28.6589,49.69,63,4,6.78,clear sky
425,Luau,AO,-10.7073,22.2247,65.35,96,76,3.47,light rain
426,Formosa,AR,-26.1775,-58.1781,76.98,78,75,6.91,broken clouds
427,Udachnyy,RU,66.4167,112.4,-21.68,97,96,2.53,overcast clouds
428,Dogbo,BJ,6.8167,1.7833,78.57,83,98,5.61,overcast clouds
429,Lodja,CD,-3.4833,23.4333,69.15,92,47,1.39,scattered clouds
430,Sisimiut,GL,66.9395,-53.6735,31.44,86,100,10.56,light snow
431,Trelew,AR,-43.249,-65.3051,78.85,16,63,15.99,broken clouds
432,Te Anau,NZ,-45.4167,167.7167,58.91,47,22,0.81,few clouds
433,College,US,64.8569,-147.8028,-25.94,71,75,0.0,broken clouds
434,Marquette,US,46.5333,-87.6335,29.64,80,82,11.07,broken clouds
435,Poum,NC,-20.2333,164.0167,79.75,76,39,5.01,scattered clouds
436,Cadillac,US,44.2519,-85.4012,34.84,80,90,16.11,light snow
437,Cleveland,US,41.4995,-81.6954,40.55,83,90,24.16,mist
438,Banda Aceh,ID,5.5577,95.3222,77.36,82,98,2.84,overcast clouds
439,Khandyga,RU,62.6667,135.6,-16.1,100,100,1.01,overcast clouds
440,Moussoro,TD,13.6408,16.4901,80.11,12,23,9.98,few clouds
441,Deputatskiy,RU,69.3,139.9,-12.33,96,100,5.1,overcast clouds
442,Grindavik,IS,63.8424,-22.4338,43.27,100,90,12.66,light intensity drizzle
443,Saint-Georges,GD,12.0564,-61.7485,85.68,74,40,19.57,scattered clouds
444,Altay,CN,47.8667,88.1167,14.36,67,5,6.87,clear sky
445,Wanning,CN,18.8003,110.3967,72.64,78,100,14.14,overcast clouds
446,Terrace Bay,CA,48.7834,-87.1,28.02,71,100,11.03,overcast clouds
447,Gimli,CA,50.6336,-96.9907,24.82,80,100,2.3,overcast clouds
448,Praia Da Vitoria,PT,38.7333,-27.0667,55.65,94,20,3.04,few clouds
449,Orotukan,RU,62.2667,151.7,-20.07,98,100,2.75,overcast clouds
450,Sonoita,MX,31.85,-112.8333,79.3,17,0,5.14,clear sky
451,Madawaska,US,47.3561,-68.3288,26.8,65,90,5.75,overcast clouds
452,Svobodnyy,RU,51.4,128.1333,3.69,83,41,9.89,scattered clouds
453,Castanos,MX,26.7833,-101.4167,63.99,55,40,4.61,scattered clouds
454,Obo,CF,5.3998,26.4869,75.24,53,75,4.43,broken clouds
455,Mayumba,GA,-3.432,10.6554,77.72,91,53,6.6,broken clouds
456,Tabou,CI,4.423,-7.3528,79.34,82,33,5.95,scattered clouds
457,Brindisi,IT,40.5833,17.6667,56.19,72,50,16.11,scattered clouds
458,Hinton,CA,53.4001,-117.5857,33.84,92,100,7.11,overcast clouds
459,Zhanakorgan,KZ,43.9098,67.2495,36.84,32,0,6.93,clear sky
460,Batsfjord,NO,70.6345,29.7185,17.6,78,0,10.36,clear sky
461,Orangeburg,US,33.4918,-80.8557,62.56,31,1,12.66,clear sky
462,Meadow Lake,US,34.8014,-106.5436,65.17,22,0,5.59,clear sky
463,Solnechnyy,RU,50.7214,136.6319,12.67,95,100,3.18,light snow
464,Grand Gaube,MU,-20.0064,57.6608,73.8,70,6,7.23,clear sky
465,Richards Bay,ZA,-28.783,32.0377,73.22,72,0,13.4,clear sky
466,Tasiilaq,GL,65.6145,-37.6368,26.76,96,97,2.39,overcast clouds
467,Ormara,PK,25.2088,64.6357,75.63,51,0,6.38,clear sky
468,Yarim,YE,14.298,44.3779,47.95,46,0,5.82,clear sky
469,Elliot Lake,CA,46.3834,-82.6331,26.69,84,100,1.16,overcast clouds
470,Yendi,GH,9.4427,-0.0099,83.62,15,78,2.64,broken clouds
471,Gat,IL,31.61,34.7642,63.28,39,20,0.47,few clouds
472,Jumla,NP,29.2747,82.1838,39.51,63,0,4.65,clear sky
473,Yulara,AU,-25.2406,130.9889,57.04,51,0,3.44,clear sky
474,Kutum,SD,14.2,24.6667,68.63,20,0,9.06,clear sky
475,Alamogordo,US,32.8995,-105.9603,61.95,23,1,9.22,clear sky
476,Boli,CN,45.7667,130.5167,35.96,92,100,9.71,overcast clouds
477,Chicama,PE,-7.8447,-79.1469,64.94,73,100,9.71,overcast clouds
478,Egvekinot,RU,66.3167,-179.1667,-6.0,98,100,1.21,overcast clouds
479,Domna,RU,51.8971,113.1573,1.56,78,100,0.0,overcast clouds
480,Kotka,FI,60.4664,26.9458,18.66,76,100,16.08,overcast clouds
481,Hazorasp,UZ,41.3194,61.0742,30.04,46,4,6.4,clear sky
482,Douentza,ML,14.9951,-2.9517,82.53,13,91,4.79,overcast clouds
483,Kamenka,RU,51.3223,42.7678,41.86,94,100,8.39,overcast clouds
484,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,76.19,95,100,4.21,overcast clouds
485,Kaeo,NZ,-35.1,173.7833,68.56,65,100,2.06,overcast clouds
486,Harnosand,SE,62.6323,17.9379,21.2,75,100,6.69,overcast clouds
487,San Patricio,US,28.017,-97.5169,72.01,62,100,10.16,overcast clouds
488,Lorengau,PG,-2.0226,147.2712,80.91,79,98,2.39,overcast clouds
489,Salto,UY,-31.3833,-57.9667,69.96,78,40,19.57,scattered clouds
490,Koppies,ZA,-27.2418,27.5742,68.81,51,75,8.14,broken clouds
491,Maues,BR,-3.3836,-57.7186,82.83,73,100,0.74,overcast clouds
492,Olafsvik,IS,64.8945,-23.7142,41.23,95,100,11.1,overcast clouds
493,Ossora,RU,59.2353,163.0719,31.87,97,100,23.58,snow
494,Tanete,ID,-3.9443,119.7848,75.11,93,100,1.63,overcast clouds
495,Vagay,RU,57.9375,69.0217,20.79,83,100,7.47,overcast clouds
496,Oussouye,SN,12.485,-16.5469,78.98,67,68,8.46,broken clouds
497,Sao Filipe,CV,14.8961,-24.4956,76.8,70,95,14.7,overcast clouds
498,Wenling,CN,28.3669,121.36,59.38,92,87,8.48,overcast clouds
499,Nezhinka,RU,51.7676,55.3694,24.96,74,0,6.71,clear sky
500,Arcata,US,40.8665,-124.0828,54.21,100,90,3.44,mist
501,Salamiyah,SY,35.0113,37.0532,60.51,69,5,6.87,clear sky
502,Lashio,MM,22.9333,97.75,54.9,97,23,1.66,few clouds
503,Taltal,CL,-25.4,-70.4833,65.21,70,25,4.97,scattered clouds
504,Rach Gia,VN,10.0167,105.0833,75.15,92,100,10.8,overcast clouds
505,Amga,RU,60.8953,131.9608,-4.05,97,100,5.03,overcast clouds
506,Aykhal,RU,66.0,111.5,-13.05,97,100,3.56,overcast clouds
507,Sorland,NO,67.667,12.6934,31.86,60,100,14.76,overcast clouds
508,Port Antonio,JM,18.18,-76.4612,85.91,66,55,6.67,broken clouds
509,Los Negros,BO,-17.7333,-63.4333,85.55,56,90,6.91,overcast clouds
510,Bayangol,RU,50.6977,103.4656,0.99,95,98,2.53,overcast clouds
511,Lebu,CL,-37.6167,-73.65,56.28,70,5,19.35,clear sky
512,Kopavogur,IS,64.1123,-21.913,43.02,93,90,5.75,light intensity drizzle rain
513,Portland,US,45.5234,-122.6762,62.58,69,75,14.97,broken clouds
514,Kenai,US,60.5544,-151.2583,5.09,78,90,10.36,light snow
515,Moranbah,AU,-22.0016,148.0466,75.97,81,84,12.97,broken clouds
516,Inongo,CD,-1.95,18.2667,70.83,91,96,1.54,overcast clouds
517,Santa Catalina,PH,9.3337,122.8637,77.59,88,34,6.49,scattered clouds
518,Mount Isa,AU,-20.7333,139.5,76.77,29,75,11.5,broken clouds
519,Marsh Harbour,BS,26.5412,-77.0636,72.46,65,96,3.56,overcast clouds
520,Manggar,ID,-2.8833,108.2667,78.84,85,100,10.76,overcast clouds
521,Acari,PE,-15.4311,-74.6158,75.88,60,73,9.1,broken clouds
522,Halifax,CA,44.6453,-63.5724,39.25,65,100,9.22,overcast clouds
523,Jermuk,AM,39.8417,45.6723,34.72,93,93,2.21,overcast clouds
524,Storforshei,NO,66.4043,14.5233,-4.22,77,0,2.3,clear sky
525,Coquimbo,CL,-29.9533,-71.3436,64.13,72,0,14.97,clear sky
526,Kadiri,IN,14.1167,78.1667,68.67,98,100,4.85,overcast clouds
527,Grand-Lahou,CI,5.1367,-5.0242,79.48,83,4,7.94,light rain
528,Ambon,ID,-3.6954,128.1814,81.45,74,97,3.4,overcast clouds
529,Marienburg,PL,54.0359,19.0266,35.26,97,100,5.37,snow
530,Mananjary,MG,-21.2167,48.3333,70.5,75,100,4.36,overcast clouds
531,Shache,CN,38.4167,77.2406,28.65,39,42,3.29,scattered clouds
532,Rawson,AR,-43.3002,-65.1023,75.24,25,65,11.7,broken clouds
533,Camargo,MX,27.6667,-105.1667,64.2,39,98,6.85,overcast clouds
534,Jiangkou,CN,25.4872,119.1986,64.29,80,67,10.04,broken clouds
535,Atherton,GB,53.5237,-2.4935,31.55,83,37,3.74,scattered clouds
536,Srednekolymsk,RU,67.45,153.6833,-33.07,98,100,8.19,overcast clouds
537,Mount Gambier,AU,-37.8333,140.7667,49.91,93,0,8.05,clear sky
538,Miri,MY,4.4148,114.0089,75.34,94,40,4.61,moderate rain
539,Sibolga,ID,1.7427,98.7792,74.35,89,100,1.92,overcast clouds
540,Barcelos,PT,41.5388,-8.6151,53.74,92,70,5.86,broken clouds
541,Berlevag,NO,70.8578,29.0864,10.35,72,36,31.07,scattered clouds
542,Sikonge,TZ,-5.6333,32.7667,73.9,50,81,2.91,broken clouds
543,Nalbari,IN,26.4456,91.4354,60.78,72,22,6.17,few clouds
544,Dongsheng,CN,39.8161,109.9776,22.89,83,100,18.66,overcast clouds
545,Mitsamiouli,KM,-11.3847,43.2844,79.68,81,8,7.9,clear sky
546,Susanville,US,40.4163,-120.653,62.83,34,48,1.81,scattered clouds
547,Chone,EC,-0.6833,-80.1,79.97,69,99,4.68,overcast clouds
548,Honiara,SB,-9.4333,159.95,82.56,77,100,2.91,overcast clouds
549,Oksovskiy,RU,62.6062,39.8984,11.8,89,100,7.2,overcast clouds
550,Kandrian,PG,-6.2167,149.55,80.15,82,100,0.98,light rain
551,Shingu,JP,33.7333,135.9833,43.18,70,0,5.08,clear sky
552,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,75,19.57,broken clouds
553,Kalianget,ID,-7.05,113.9333,74.91,91,100,4.79,light rain
554,Erdenet,MN,49.0333,104.0833,6.64,82,73,4.61,broken clouds
555,Wanaka,NZ,-44.7,169.15,62.94,47,8,3.36,clear sky
556,Liverpool,GB,53.4106,-2.9779,31.95,93,0,4.61,clear sky
557,Sao Joao Da Barra,BR,-21.6403,-41.0511,73.49,94,93,9.46,overcast clouds
558,Zelenogorskiy,RU,55.0333,87.0,18.12,95,100,7.87,light snow
559,Sompeta,IN,18.9333,84.6,72.25,64,88,5.12,overcast clouds
560,Aswan,EG,24.0934,32.907,74.5,31,0,8.05,clear sky
561,San Juan,AR,-31.5375,-68.5364,81.34,22,0,12.12,clear sky
562,Tateyama,JP,34.9833,139.8667,44.62,55,20,3.51,few clouds
563,Kirakira,SB,-10.4544,161.9205,83.16,77,86,6.89,overcast clouds
564,Padang,ID,-0.9492,100.3543,75.94,88,96,2.93,overcast clouds
565,Zhangye,CN,38.9342,100.4517,18.66,62,22,3.42,few clouds
566,Willowmore,ZA,-33.2926,23.4895,62.53,73,43,3.74,scattered clouds
567,Luganville,VU,-15.5333,167.1667,82.18,75,5,4.94,clear sky
568,Marbella,ES,36.5154,-4.8858,54.72,47,0,6.8,clear sky
569,Sohag,EG,26.557,31.6948,66.49,16,87,4.12,overcast clouds
570,Mogzon,RU,51.7435,111.9606,7.66,87,100,4.16,overcast clouds
571,Salvador,SV,13.8333,-88.9167,84.24,38,78,1.32,broken clouds
572,Calvinia,ZA,-31.4707,19.776,56.73,89,1,2.73,clear sky
573,Rocha,UY,-34.4833,-54.3333,67.6,89,100,5.28,overcast clouds
574,Karaton,ID,-6.3424,106.1045,75.36,95,100,4.63,overcast clouds
575,Sorsk,RU,54.0033,90.2467,4.91,95,57,4.88,broken clouds
576,Urumqi,CN,43.801,87.6005,9.55,79,0,6.71,clear sky
577,Wagar,SD,16.1525,36.2032,78.04,68,2,16.42,clear sky
578,Paita,PE,-5.0892,-81.1144,75.76,75,71,17.13,broken clouds
579,Nara,JP,34.6851,135.8049,40.28,64,36,2.71,scattered clouds
580,Port Hedland,AU,-20.3167,118.5667,75.25,78,27,4.61,scattered clouds
581,Fukue,JP,32.6881,128.8419,56.46,59,11,2.73,few clouds
582,Kodiak,US,57.79,-152.4072,8.11,56,1,5.75,clear sky
583,Karasburg,NA,-28.0167,18.75,68.63,28,1,6.02,clear sky
584,Puerto Leguizamo,CO,-0.1934,-74.7819,79.66,86,100,1.72,overcast clouds
585,Bandarbeyla,SO,9.4942,50.8122,77.7,75,36,18.81,scattered clouds
586,Kefar Tavor,IL,32.6866,35.4212,63.03,47,69,2.71,broken clouds
587,Lafiagi,NG,8.8667,5.4167,82.51,25,32,1.74,scattered clouds
588,Christchurch,NZ,-43.5333,172.6333,57.4,88,90,8.05,overcast clouds
589,Kupino,RU,54.3663,77.2981,10.18,93,93,7.23,overcast clouds
590,Seydi,TM,39.4816,62.9137,45.9,49,0,7.7,clear sky
591,Quatre Cocos,MU,-20.2078,57.7625,73.51,71,4,4.79,clear sky
592,Laguna,US,38.421,-121.4238,71.42,59,1,5.75,clear sky
593,Cogoleto,IT,44.3893,8.6429,48.11,42,0,9.22,clear sky
594,Chauk,MM,20.8833,94.8167,69.73,73,47,5.57,scattered clouds
595,Kushiro,JP,42.975,144.3747,35.15,77,9,4.74,clear sky
596,Treinta Y Tres,UY,-33.2333,-54.3833,66.79,89,100,9.91,light rain
597,Rafaela,AR,-31.2503,-61.4867,76.62,44,3,13.04,clear sky
598,Trowbridge,GB,51.3189,-2.2086,40.73,97,97,8.88,overcast clouds
599,Sola,VU,-13.8833,167.55,81.39,75,52,8.7,broken clouds
600,Winnemucca,US,40.973,-117.7357,53.65,32,1,4.61,clear sky
601,Klaksvik,FO,62.2266,-6.589,36.52,63,100,7.56,overcast clouds
602,Mpika,ZM,-11.8343,31.4529,64.8,71,3,2.37,clear sky
603,Slave Lake,CA,55.2834,-114.769,30.18,86,75,9.22,broken clouds
604,Jalingo,NG,8.8833,11.3667,79.36,19,76,3.04,broken clouds
605,Lukuledi,TZ,-10.5667,38.8,74.7,71,40,4.43,scattered clouds
606,Omsukchan,RU,62.5333,155.8,-14.75,100,100,3.02,overcast clouds
607,Mogoytuy,RU,51.2833,114.9167,6.49,85,90,3.09,overcast clouds
608,Narsaq,GL,60.9167,-46.05,37.62,99,100,2.95,moderate rain
609,Isiolo,KE,0.3546,37.5822,67.86,80,82,4.72,broken clouds
610,Dabat,ET,12.9842,37.765,55.26,54,10,9.17,clear sky
611,Akyab,MM,20.15,92.9,73.83,68,84,6.46,broken clouds
612,Cabatuan,PH,10.8794,122.486,75.4,90,39,9.44,scattered clouds
613,The Valley,AI,18.217,-63.0578,85.86,74,20,9.22,few clouds
614,Novyy Urengoy,RU,66.0833,76.6333,-20.94,100,45,4.52,scattered clouds
615,Krechevitsy,RU,58.617,31.401,18.93,97,97,3.76,overcast clouds
616,Jequie,BR,-13.8575,-40.0836,73.04,94,56,1.83,broken clouds
617,Myitkyina,MM,25.3833,97.4,56.79,70,3,2.26,clear sky
618,Moscow,RU,55.7522,37.6156,37.63,93,100,3.36,overcast clouds
619,Bridlington,GB,54.0831,-0.1919,35.53,70,65,17.22,broken clouds
620,Slavgorod,RU,52.9978,78.6449,6.78,90,53,5.08,broken clouds
621,Ilulissat,GL,69.2167,-51.1,17.62,53,100,2.3,overcast clouds
622,Trincomalee,LK,8.5711,81.2335,80.19,83,100,10.83,overcast clouds
623,Fortuna Foothills,US,32.6578,-114.4119,80.65,10,1,14.97,clear sky
624,Jieshi,CN,22.8134,115.8257,65.59,75,22,7.85,few clouds
625,Rovaniemi,FI,66.5,25.7167,6.21,92,90,4.61,light snow
626,Bara,NG,10.3744,10.7288,75.42,20,65,4.83,broken clouds
627,Port-Cartier,CA,50.0334,-66.8654,30.42,66,100,13.73,overcast clouds
628,Lumphat,KH,13.4878,106.9816,70.72,98,100,3.11,overcast clouds
629,Riyadh,SA,24.6877,46.7219,60.94,34,0,7.87,clear sky
630,Teguldet,RU,57.3064,88.1667,19.13,93,100,9.82,overcast clouds
631,Kita,ML,13.0349,-9.4895,81.59,21,5,3.11,clear sky
632,Paamiut,GL,61.994,-49.6678,38.66,90,100,27.6,overcast clouds
633,Borken,DE,51.85,6.8667,36.55,90,87,5.79,overcast clouds
634,Walvis Bay,NA,-22.9575,14.5053,59.95,88,0,5.75,clear sky
635,Bakel,SN,14.905,-12.4568,86.94,21,58,14.83,broken clouds
636,Jalu,LY,29.0331,21.5482,75.81,21,100,11.77,overcast clouds
637,Tecoanapa,MX,16.5167,-98.75,83.32,65,87,8.3,overcast clouds
638,Sabang,ID,5.8933,95.3214,80.42,73,99,3.29,overcast clouds
639,Changde,CN,29.0464,111.6783,53.38,51,79,4.07,broken clouds
640,Marystown,CA,47.1666,-55.1483,43.75,81,90,11.99,overcast clouds
641,Harindanga,IN,22.0383,88.3214,66.18,63,38,6.78,scattered clouds
642,Noshiro,JP,40.2039,140.0242,43.14,73,67,4.5,broken clouds
643,Miranda,CO,3.2499,-76.2281,82.53,70,87,1.95,overcast clouds
644,San Andres,CO,12.5847,-81.7006,80.62,89,75,11.5,broken clouds
645,Misratah,LY,32.3754,15.0925,66.16,69,81,25.52,broken clouds
646,Zaoyang,CN,32.1272,112.7542,46.54,78,32,3.91,scattered clouds
647,Bairiki,KI,1.3292,172.9752,84.2,74,75,9.22,broken clouds
648,Kudahuvadhoo,MV,2.6708,72.8944,82.74,69,98,16.67,overcast clouds
649,Biloela,AU,-24.4167,150.5,74.62,81,81,10.47,broken clouds
650,Nueva Loja,EC,0.0847,-76.8828,82.42,74,75,5.75,broken clouds
651,Comodoro Rivadavia,AR,-45.8667,-67.5,75.06,23,0,36.82,clear sky
652,Molina,CL,-35.1167,-71.2833,82.13,18,0,12.66,clear sky
653,Belawan,ID,3.7755,98.6832,75.49,89,100,6.46,heavy intensity rain
654,Belomorsk,RU,64.5232,34.7668,19.62,82,100,5.66,overcast clouds
655,Knin,HR,44.0439,16.2,45.59,91,100,5.26,overcast clouds
656,La Romana,DO,18.4273,-68.9728,88.16,70,40,11.5,scattered clouds
657,Natchitoches,US,31.7668,-93.1335,63.28,82,75,3.44,broken clouds
658,Omboue,GA,-1.5746,9.2618,77.04,87,72,6.33,light rain
659,Kumi,KR,36.1136,128.336,31.68,54,86,1.77,overcast clouds
660,Narasannapeta,IN,18.4167,84.05,71.69,70,91,5.64,overcast clouds
661,Phangnga,TH,8.4509,98.5298,75.31,90,99,3.27,heavy intensity rain
662,Cabedelo,BR,-6.9811,-34.8339,83.07,74,38,9.95,scattered clouds
663,Sambava,MG,-14.2667,50.1667,76.6,85,48,7.96,light rain
664,Komsomolskiy,UZ,40.4272,71.7189,33.22,80,33,4.61,mist
665,Bull Savanna,JM,17.8868,-77.5902,78.15,65,41,2.73,scattered clouds
666,Buala,SB,-8.145,159.5921,82.69,78,79,7.11,light rain
667,Kysyl-Syr,RU,63.8986,122.7617,-12.41,100,94,3.44,overcast clouds
668,Coruripe,BR,-10.1256,-36.1756,79.88,83,75,16.2,moderate rain
669,Manta,EC,-0.95,-80.7333,82.18,69,20,13.8,few clouds
670,Byron Bay,AU,-28.65,153.6167,69.75,83,93,9.26,overcast clouds
671,Navolato,MX,24.7672,-107.6944,76.6,53,100,10.16,overcast clouds
672,Luanda,AO,-8.8368,13.2343,78.8,78,20,8.05,few clouds
673,Cilegon,ID,-6.0174,106.0538,76.89,86,100,12.59,overcast clouds
674,Darien,US,41.752,-87.974,40.66,35,20,17.27,few clouds
675,Umm Lajj,SA,25.0213,37.2685,82.24,47,2,9.8,clear sky
676,Angoche,MZ,-16.2325,39.9086,75.67,67,0,8.72,clear sky
677,Qiryat Gat,IL,31.61,34.7642,63.28,39,20,0.47,few clouds
678,Qui Nhon,VN,13.7667,109.2333,76.01,92,100,5.41,moderate rain
679,Kloulklubed,PW,7.0419,134.2556,77.5,70,66,11.61,broken clouds
680,Dwarka,IN,22.2394,68.9678,77.72,52,56,12.17,broken clouds
681,Mahina,PF,-17.5065,-149.489,83.97,70,40,13.8,light rain
682,Mackay,AU,-21.15,149.2,73.38,100,90,6.91,light intensity shower rain
683,Vangaindrano,MG,-23.35,47.6,67.06,66,99,2.37,overcast clouds
684,Qaqortoq,GL,60.7167,-46.0333,37.9,98,100,9.19,light rain
685,Nadym,RU,65.5333,72.5167,-7.96,96,100,8.66,overcast clouds
686,Tahoua,NE,14.8888,5.2692,79.45,11,100,10.4,overcast clouds
687,Lagoa,PT,39.05,-27.9833,60.39,55,63,1.9,broken clouds
688,Gizo,SB,-8.103,156.8419,83.77,72,95,7.45,overcast clouds
689,Banamba,ML,13.55,-7.45,79.65,18,3,8.08,clear sky
690,Baldeogarh,IN,24.755,79.0681,61.03,44,56,2.68,broken clouds
691,Bagdarin,RU,54.4333,113.6,-2.18,95,100,1.88,overcast clouds
692,Hobyo,SO,5.3505,48.5268,81.54,76,42,15.14,scattered clouds
693,Ampanihy,MG,-24.7,44.75,61.5,68,1,13.35,clear sky
694,Yaan,NG,7.3833,8.5667,81.73,31,90,0.6,overcast clouds
